"Key","Item Type","Publication Year","Author","title","Publication Title","ISBN","ISSN","DOI","Url","abstract","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"XKR77FC6","journalArticle","2021","Martinez-Austria, PF; Jano-Perez, JA","Climate Change and Extreme Temperature Trends in the Baja California Peninsula, Mexico","AIR SOIL AND WATER RESEARCH","","1178-6221","10.1177/11786221211010702","","Climate change is one of the greatest threats that our civilization is facing because increases in extreme temperatures severely affect humans, the economy, and ecosystems. General circulation models, which adequately predict climate change around the world, are less accurate at regional levels. Therefore, trends must be locally assessed, particularly in regions such as the Baja California Peninsula, which is a thin mass of land surrounded by the Pacific Ocean and the Gulf of California. Herein, we discuss extreme temperature trends in the Baja California Peninsula and whether they are statistically significant based on the Spearman's nonparametric statistical test. For these purposes, 18 weather stations covering the entire region were analyzed, revealing that maximum temperatures for the hottest months are rising at a rate that is consistent with the RCP 8.5 scenario. Changes in minimum temperatures were also analyzed.","2021","2023-09-26 16:12:44","2023-09-26 16:12:44","","","","","14","","","","","","","","","","English","","","","WOS:000643266000001","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;4<br/>Total Times Cited:&nbsp;&nbsp;4<br/>Cited Reference Count:&nbsp;&nbsp;19</p>","","","Baja California Peninsula; climate change regional study; extreme temperature trends; Global warming; Mexico climate change","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CQE6CZTZ","journalArticle","2021","Nurlybekova, G; Memon, SA; Adilkhanova, I","Quantitative evaluation of the thermal and energy performance of the PCM integrated building in the subtropical climate zone for current and future climate scenario","ENERGY","","0360-5442","10.1016/j.energy.2020.119587","","The effect of PCM on the thermal and energy performance of the building located in six cities of the subtropical climate zone under the present climate conditions was evaluated. Thereafter, the effect of climate change was assessed using a hybrid downscaling approach to generate future weather data. The thermal comfort in different seasons was evaluated through maximum temperature reduction (MTR) and maximum temperature fluctuation reduction (MTFR), while the building's energy performance was analysed utilising seasonal and annual energy consumption reduction (ECR). Finally, the influence of climate change on the building's energy performance was studied and compared using the Degree-Day Method (DDM) and energy simulations. Based on the MTR and MTFR results; overall, PCM 18 demonstrated superior performance during the wintertime, while PCM 30 was the best in the swing and summer seasons. Both DDM and energy simulations showed that under future climate scenario (2095), the cooling energy demand would rise, whereas the heating energy demand would drop. For all cities except for Zhengzhou and Islamabad, PCM 28-PCM 30 could be used as optimum PCMs for both current and future climate scenarios. The optimum PCMs resulted in the annual ECR values of up to 37% for current and future climate scenarios. (C) 2020 Elsevier Ltd. All rights reserved.","2021-03-15","2023-09-26 16:12:44","2023-09-26 16:12:44","","","","","219","","","","","","","","","","English","","","","WOS:000611858100014","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;27<br/>Total Times Cited:&nbsp;&nbsp;27<br/>Cited Reference Count:&nbsp;&nbsp;36</p>","","","Climate change; COMFORT; DEMAND; Energy consumption reduction; Energy savings; IMPACT; OPTIMIZATION; Phase change materials; PHASE-CHANGE MATERIALS; ROOF; SIMULATION; Subtropical climate zone; SYSTEM; Thermal performance; WEATHER DATA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FXRED4BW","journalArticle","2021","Kwon, TS; Lee, CM; Kim, ES; Won, M; Kim, SS; Park, YS","Habitat change has greater effects than climate change on butterfly occurrence in South Korea","GLOBAL ECOLOGY AND CONSERVATION","","2351-9894","10.1016/j.gecco.2021.e01464","","We examined the influence of climate and habitat changes on the occurrence of butterflies in South Korea, using data recorded in two different periods: (i) past (1938-1950) and (ii) present (1996-2011). Butterfly species were classified according to their distribution types (northern, southern, and miscellaneous) to examine the effect of climate change. They were also classified according to three different habitat types (forest interior, forest edge, and grassland) to examine the effect of habitat change. Three types of food niche (monophagous, oligophagous, and polyphagous) were identified. A community temperature index (CTI), based on the species temperature index of each species, was calculated for past and present butterfly communities to estimate range shifts of butterflies at the community level. At the species level, range shifts of butterflies were calculated as a shift of the mid-zone of the distribution range in terms of latitude and temperature. The results showed that a change in the occurrence of butterflies was not significantly different among the three distribution types. The CTIs were not different between past and present communities, and the mid-zones of distribution range in latitude and temperature did not change. These results indicate that the occurrence change of butterflies was not significantly influenced by climate change but was instead influenced by habitat change from bare-ground or grassland to forests over 60 years. There was an increase in forest species and a decrease in grassland species, reflecting the effects of large-scale reforestation in South Korea over the last few decades. The reforestation has resulted in an increase in monophagous (oak-feeding) butterflies. Our results show that habitat change played a key role in the occurrence of Korean butterflies and may be confounding any possible influence of climate change. (c) 2021 The Authors. Published by Elsevier B.V. This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).","2021-04","2023-09-26 16:12:44","2023-09-26 16:12:44","","","","","26","","","","","","","","","","English","","","","WOS:000641413600012","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;4<br/>Total Times Cited:&nbsp;&nbsp;4<br/>Cited Reference Count:&nbsp;&nbsp;74</p>","","","TEMPERATURE; TRENDS; Climate change; ASSEMBLAGES; BIRDS; BRITISH BUTTERFLIES; CACYREUS-MARSHALLI; Community temperature index; DIVERSITY; Food niche; Habitat change; Lepidoptera; LEPIDOPTERA; POLEWARD SHIFTS; RISK; Vegetation change","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L3ISWZZZ","journalArticle","2022","Weckroth, M; Ala-Mantila, S","Socioeconomic geography of climate change views in Europe","GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS","","0959-3780","10.1016/j.gloenvcha.2021.102453","","Climate change views have their socioeconomic foundations but also specific geographies. In merging these perspectives, this analysis uses ESS Round 8 data from 23 European countries to examine whether climate change scepticism and concern, pro-environmental personal norm and a willingness to engage in energy-saving behaviour exhibit, first, urban-rural and/or regional differences, and second, if these attitudes can be explained at individual level by socioeconomic position and wellbeing resources. We find that climate change scepticism and concern do exhibit urban-rural differences, where living in a country village is associated with greater climate scepticism and lower concern compared to living in a big city. Also, higher climate change concern and pro-environmental norms are associated with living in a region with constant population growth. These geographical differences are independent of individual-level socioeconomic attributes as well as one's political orientation. Additionally, the results show that both climate change attitudes and reporting energysaving behaviour are strongly stratified by level of education and reveal that those in lower income deciles feel less pro-environmental norm but nonetheless report greater engagement with energy-saving behaviour. In sum, the results highlight that climate change mitigation is not a uniform project either spatially or within certain socioeconomic strata. Hence, our results suggest that socioeconomic disadvantage (belonging to the lowest education and income levels) and spatial marginalisation (living in more rural surroundings and declining regions) should be better acknowledged when reworking climate change and environmental policies in the EU.","2022-01","2023-09-26 16:12:44","2023-09-26 16:12:44","","","","","72","","","","","","","","","","English","","","","WOS:000744160700003","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;9<br/>Total Times Cited:&nbsp;&nbsp;9<br/>Cited Reference Count:&nbsp;&nbsp;69</p>","","","Climate change; MODEL; ATTITUDES; BEHAVIOR; Climate change attitudes; DETERMINANTS; ENERGY; ENVIRONMENTAL CONCERN; IDENTITY; LIFE-STYLES; POVERTY; Pro-environmental behaviour; RURAL-URBAN DIFFERENCES; Social exclusion; Spatial justice; Urban -rural differences","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6P643ZIJ","journalArticle","2021","Kong, F; Sun, S","Better Understanding Insurance Mechanism in Dealing with Climate Change Risk, with Special Reference to China","INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH","","1660-4601","10.3390/ijerph18062996","","Climate change risk has become an important challenge for global sustainable development. The insurance industry can play an important role in coping with the increasingly severe climate change risk. This paper first describes the increasing climate change risk and the difficulties of the insurance mechanism in dealing with it. Then this paper summarizes the international practice of using the insurance mechanism to deal with climate change risk from ten different aspects. Based on the summary of the role of the insurance mechanism in dealing with this risk in developing countries, this paper puts forward the main application areas for climate change risk insurance and discusses the policy implications of developing climate change risk insurance in China.","2021-03","2023-09-26 16:12:44","2023-09-26 16:12:44","","","","6","18","","","","","","","","","","English","","","","WOS:000639271300001","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;5<br/>Total Times Cited:&nbsp;&nbsp;5<br/>Cited Reference Count:&nbsp;&nbsp;39</p>","","","China; comprehensive disaster risk prevention; coping with climate change risk; global climate change; INDUSTRY; insurance mechanism; RESPONSES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DURKBIDY","journalArticle","2021","Davies, AR; Broto, VC; Hugel, S","Editorial: Is There a New Climate Politics?","POLITICS AND GOVERNANCE","","2183-2463","10.17645/pag.v9i2.4341","","Addressing climate change globally requires significant transformations of production and consumption systems. The language around climate action has shifted tangibly over the last five years to reflect this. Indeed, thousands of local governments, national governments, universities and scientists have declared a climate emergency. Some commentators argue that the emergency framing conveys a new and more appropriate level of urgency needed to respond to climate challenges; to create a social tipping point in the fight against climate change. Others are concerned to move on from such emergency rhetoric to urgent action. Beyond emergency declarations, new spaces of, and places for, engagement with climate change are emerging. The public square, the exhibition hall, the law courts, and the investors' forum are just some of the arenas where climate change politics are now being negotiated. Emergent governing mechanisms are being utilised, from citizens' assemblies to ecocide lawsuits. New social movements from Extinction Rebellion to Fridays For Future demonstrate heightened concern and willingness to undertake civil disobedience and protest against climate inaction. Yet questions remain which are addressed in this thematic issue: Are these discourses and spaces of engagement manifestations of a radical new climate politics? And if these are new climate politics, do they mark a shift of gear in current discourses with the potential to effect transformative climate action and support a just transition to a decarbonised world?","2021","2023-09-26 16:12:44","2023-09-26 16:12:44","","1-7","","2","9","","","","","","","","","","English","","","","WOS:000645235800001","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;8<br/>Total Times Cited:&nbsp;&nbsp;8<br/>Cited Reference Count:&nbsp;&nbsp;30</p>","","","climate change; climate assemblies; climate emergency; climate politics; Green New Deal; just transition; youth movements","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E7D7GIUE","journalArticle","2022","Ojala, M","Commentary: Climate change worry among adolescents-on the importance of going beyond the constructive-unconstructive dichotomy to explore coping efforts-a commentary on Sciberras and Fernando (2021)","CHILD AND ADOLESCENT MENTAL HEALTH","","1475-357X","10.1111/camh.12530","","This opinion piece comments on Sciberras and Fernando's (2021) article in which an 8-year longitudinal study is presented. The authors investigate trajectories of climate change worry through adolescence and associations with measures of depression and engagement with news and politics in late adolescence. Their objective is to explore whether climate change worry is a constructive or unconstructive psychological phenomenon. Their conclusion is that it is mainly an adaptive response but, for some groups, such as young people with pre-existing mental health problems, climate change worry could exacerbate their difficulties. In this commentary, it is argued that since research has found diverse results regarding whether climate worry is adaptive or not, one should perhaps not focus so much on the emotion itself, but rather on how people cope with their worry. Some examples of how young people cope with climate change are presented, and it is argued that taking account of these coping strategies in future longitudinal studies would be beneficial.","2022-02","2023-09-26 16:12:44","2023-09-26 16:12:44","","89-91","","1","27","","","","","","","","","","English","","","","WOS:000729671700001","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;1<br/>Total Times Cited:&nbsp;&nbsp;1<br/>Cited Reference Count:&nbsp;&nbsp;11</p>","","","CHILDREN; climate change engagement; Climate change worry; COMMUNICATION; coping; CRISIS; meaning-focused coping; subjective well-being; young people","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HGWVZ6GQ","journalArticle","2021","Larsen, MAD; Karamitilios, G; Halsnaes, K; She, J; Madsen, KS","Advancing future climate services: Multi-sectorial mapping of the current usage and demand in Denmark","CLIMATE RISK MANAGEMENT","","2212-0963","10.1016/j.crm.2021.100335","","Denmark has decided to reduce its GHG emissions by 70% compared to 1990 levels by 2030, which will imply changes to technologies, economic activities and behaviour. Here alongside, climate change remains a pressing issue, requiring climate information to be integrated into current and future planned activities in order to promote effective risk-coping strategies. This study maps the current use and future demands of data and services within climate and weather across spatiotemporal scales to understand how more targeted and thus more efficient data and climate services can be developed and employed, including upscaling and wider sectoral dissemination. A key to this process is a better understanding of the needs of current and new data and climate service-users. Based on a survey, we investigate how existing and potential data and climate service-users express their need for new data, products, services and tools within the Danish Realm, including Greenland, the Faroe Islands and the Danish Oceans. The survey was distributed to existing customers of the Danish Meteorological Institute (DMI) through personal networks and to 31,181 entry points in the Danish Business Register forming an extensive representation within Denmark. The focal sectors include agriculture, energy (including supply), and research and consultancy regarding climate issues. Key results indicate moderate differences in data characteristics between current users of data and climate services depending on their type of organization and sector, the low demand for future data and climate services compared to their current use by respondents and, finally and crucially, trust in suppliers' reliability.","2021","2023-09-26 16:12:44","2023-09-26 16:12:44","","","","","33","","","","","","","","","","English","","","","WOS:000689635700001","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;2<br/>Total Times Cited:&nbsp;&nbsp;2<br/>Cited Reference Count:&nbsp;&nbsp;72</p>","","","Climate change; ENERGY; Climate data; Climate service users and providers; Climate services; Future climate service demands; INFORMATION; LEARN; PROJECTIONS; RISK-MANAGEMENT; SCIENCE; User survey; USERS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SWZGC25J","journalArticle","2021","Bezerra, P; da Silva, F; Cruz, T; Mistry, M; Vasquez-Arroyo, E; Magalar, L; De Cian, E; Lucena, AFP; Schaeffer, R","Impacts of a warmer world on space cooling demand in Brazilian households","ENERGY AND BUILDINGS","","0378-7788","10.1016/j.enbuild.2020.110696","","Air Conditioning (AC) appliances are a highly effective adaptation strategy to rising temperatures, thus making future climate conditions an important driver of space cooling energy demand. The main goal of this study is to assess the impacts of climate change on Cooling Degree Days computed with wet-bulb temperature (CDDwb) and household space cooling demand in Brazil. We compare the needs under three specific warming levels (SWLs) scenarios (1.5 degrees C, 2 degrees C and 4 degrees C) to a baseline with historically observed meteorological parameters by combining CDDwb projections with an end-use model to evaluate the energy requirements of air conditioning. The effects of the climate change were isolated, and no future expansion in AC ownership considered. Carbon dioxide (CO2) emissions associated with AC energy demand are also calculated. Results show an increase in both average CDDwb and AC electricity consumption for the global warming scenarios in all Brazilian regions. The Northern region shows the highest increase in CDDwb (187% in CDDwb for SWL 4 degrees C), while the Southeast presents the highest AC energy consumption response (326% in the AC energy consumption for SWL 4 degrees C) compared to the baseline. At the national level, CDDwb and the AC energy consumption in all SWLs scenarios grow by 70%, 99% and 190%, respectively. (C) 2020 Elsevier B.V. All rights reserved.","2021-03-01","2023-09-26 16:12:43","2023-09-26 16:12:43","","","","","234","","","","","","","","","","English","","","","WOS:000619731000014","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;14<br/>Total Times Cited:&nbsp;&nbsp;14<br/>Cited Reference Count:&nbsp;&nbsp;63</p>","","","ADAPTATION; TEMPERATURE; MODEL; CLIMATE-CHANGE; PROJECTIONS; Brazil; BUILDINGS; BUILT ENVIRONMENT; Climate change adaptation; Climate change impact; CONTEXT; Cooling degree days; Energy cooling demand; ENERGY-CONSUMPTION; Household sector; RESIDENTIAL SECTOR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7TNA2IBW","journalArticle","2021","Solorio, I","Leader on paper, laggard in practice: policy fragmentation and the multi-level paralysis in implementation of the Mexican Climate Act","CLIMATE POLICY","","1469-3062","10.1080/14693062.2021.1894084","","Over the past decade, Mexican climate policy has captured worldwide attention for its ambition and level of commitment to international goals. Mexico was one of the first countries to adopt a climate change act, the 2012 General Law on Climate Change (referred to as the Mexican Climate Act, MCA). However, Mexico has been unable to fulfil its self-imposed climate goals and the innovative national climate legislation has only produced limited results. By assessing the functioning of the Inter-Ministerial Commission on Climate Change (CICC) and the National System on Climate Change (SINACC), this article analyses how and why climate policy fragmentation occurs during MCA implementation. This paper argues that the lack of integration observed in the Mexican case is the result of a dynamic process characterized by multi-level paralysis, which is caused by three interconnected factors: (1) weakness of the Mexican federal system affecting vertical integration of climate policy (CPI); (2) ambiguities in MCA mandates impeding horizontal CPI; and (3) uneven leadership in Mexican climate policy that generates a breach between promises made abroad and actual domestic implementation capacities. The empirical findings of this paper are based upon quantitative and qualitative content analyses applied to the minutes of meetings of both the CICC and the SINACC, together with 22 elite-interviews with officers close to the policy process. This paper concludes that if there is a blueprint for organizing the Mexican administrative system, it has to start with rethinking the role of climate federalism. Key policy insights Mexican climate policy suffers from policy fragmentation and administrative instruments conceived for integration are not functioning properly. A reform of both is needed. Three interconnected factors generate policy fragmentation in Mexico: weakness of the Mexican federal system affecting collaboration across levels of government (vertical CPI); ambiguities in MCA mandates impeding coordination (horizontal CPI); and uneven leadership that generates a breach between the promises made abroad and actual domestic implementation capacities. Mexico has to rethink the role of climate federalism. The country adopted a model not suitable to its political and administrative culture.","2021-10-21","2023-09-26 16:12:43","2023-09-26 16:12:43","","1175-1189","","9","21","","","","","","","","","","English","","","","WOS:000626987600001","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;10<br/>Total Times Cited:&nbsp;&nbsp;11<br/>Cited Reference Count:&nbsp;&nbsp;34</p>","","","administrative instruments for integration; climate change act; climate leadership; Climate policy integration; Mexican climate policy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
